Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
0,0.471944620484571,0.540667248146533,0.523636168959794,0.607518125081077,0.607518125081077,0.999033794097154,0.797471080963342,0.809381057431613,0.303531293603994,0.781645062401561,0.0001583063601574,0.0,0.46129186482474,0.0003520352035203,0.134730235853831,0.17508743837175,0.17508743837175,0.17508743837175,0.218209322114021,0.317287967744217,0.0104057957862577,0.0987704584317238,0.173307223017248,0.0221002239594673,0.848089848393817,0.689423406965855,0.689423406965855,0.217596401050926,89700000.0,0.0004534211235151,0.26399126590049,0.375693901121419,0.0100205615583103,0.0025533789069566,0.632549896576759,0.0095879043215787,0.151585693986758,0.848414306013242,0.0063716971363917,0.379066079452809,0.0053658477137564,0.0987265295487485,0.172355026016138,0.40957339203106,0.047976011994003,0.0005681068852525,0.011117894943578,994000000.0,0.0002889821398446,0.0183870967741936,0.0401891808527826,0.401743515524298,0.0198251843173654,0.843108933949488,0.338862790707833,0.848127747524079,0.175664289981308,0.00383924492921,0.0058860517706401,0.158234836969352,0.340371338233312,0.277750168554714,0.0163080132354006,0.994458082156256,0.739743841442736,0.334724686957868,0.0,0.937401606977886,0.0023459711927631,0.0075830833238229,0.0008299253652285,0.0003334160572573,0.594144196143862,0.0004503215143847,0.671632393303548,0.0839638515671164,0.994458082156256,0.334724686957868,0.110933233663468,0.673257671686275,0.464376555573861,0.563210451891725,0.320354812339088,0.0291282673371221,0,0.801097828092278,0.0022938157547845,0.623033841524338,0.607519567144635,0.840528808951814,0.281732609855561,0.0267913283226652,0.565159213995491,1,0.0239600683385452
0,0.507093062935699,0.554186655037069,0.558702285989614,0.611971922339613,0.611986335922974,0.999131662597478,0.79754218796236,0.809430402226479,0.303451049565437,0.781743448615028,0.0001320568760408,4640000000.0,0.472675574343877,0.0001780178017801,0.192630833080271,0.208714339892967,0.208714339892967,0.208714339892967,0.228892880779049,0.324715286128599,0.0180891450005294,0.109600195423825,0.180688408526022,0.0221236282998204,0.84808140188193,0.68948287459296,0.68948287459296,0.217618584347869,6510000000.0,0.0004634527851361,0.264084512514473,0.381664244998323,0.0182414407443347,0.0127943435139934,0.630960877248257,0.0039951121203002,0.0898207213471597,0.91017927865284,0.0053775124950219,0.373599532972625,0.0061049770888173,0.109596625791848,0.179518889978131,0.397669953900134,0.0629685157421289,0.0007649153419293,0.008264985035245,6650000000.0,8250000000.0,0.0190322580645161,0.0112979745310871,0.398374075665408,0.0173201198277126,0.806480248738688,0.222044093620318,0.301239554100237,0.0412595909098634,0.0130541990602057,0.0068888195908808,0.0313738331201044,0.351842680344055,0.277191664613769,0.0137401917400093,0.319406791269452,0.735241546561532,0.327370170913091,0.0207027834390614,0.935812828716264,0.0023926884554978,0.013273165327102,0.0001914139797549,0.000144439979528,0.594008666824907,7170000000.0,0.671579573517619,0.384798548918096,0.319406791269452,0.327370170913091,0.119485151766175,0.648344843937007,0.460782705511483,0.597712526145153,0.31529303991584,0.0160811158868929,0,0.808594999716078,0.0029871634286466,0.625407270506375,0.611966815185922,0.840883599203702,0.277676392597276,0.0268854560837455,0.5655711988377,1,0.0425521882095014
0,0.503924340662019,0.550425207152202,0.55693559612399,0.605788495077761,0.605788495077761,0.999047775311486,0.797458907002421,0.809369990657038,0.303480778531529,0.781631869385775,0.0001164459493634,543000000.0,0.46726554439999,0.0001010101010101,0.150116408543375,0.171126374784038,0.171126374784038,0.171126374784038,0.219060225016545,0.32128457239867,0.0152759502094771,0.101376109437342,0.174662950967839,0.0223063117397135,0.848482470029235,0.690244354528392,0.690244354528392,0.217682449678153,7010000000.0,0.0004932732717954,0.264355704750138,0.381962296486718,0.0176380104898269,0.0071760365420774,0.630718757277298,0.0027494323311356,0.0682347250355232,0.931765274964477,0.0054216169072401,0.370828235473055,0.0053658477137564,0.101161105411435,0.173131739687806,0.402040130060301,0.109445277361319,0.0010712872693333,0.0059005110645256,3750000000.0,0.0001709684911122,0.0251612903225806,0.0065684532115212,0.393840030754619,0.0050197796952655,0.85072625315863,0.237185299052582,0.554280343039026,0.0734879347520447,0.0073227203569659,0.0065194279541017,0.059467956969493,0.354890379513002,0.27742243940242,0.0269750269181702,0.803570433549213,0.737311150661476,0.328222126714298,0.0023228108102913,0.935009379430044,0.0023391345641499,0.0171940896059154,0.0002063419090187,8710000000.0,0.594013750969148,7520000000.0,0.671592633587621,0.32568179700643,0.803570433549213,0.328222126714298,0.112516022683999,0.66863259763445,0.46856108804212,0.597064759345302,0.317691414970214,0.0166320705004881,0,0.806938523628576,0.0012872287326535,0.624202754740577,0.605784646293668,0.840704192073121,0.27677285131302,0.0268105954190002,0.565249409543051,1,0.0565143888777738
0,0.451274801345488,0.49852812908853,0.50334600353338,0.598437567563672,0.598437567563672,0.998972207425758,0.797279617759762,0.80921440482626,0.303325849529376,0.781515097160947,7420000000.0,1340000000.0,0.461125789486928,0.0003990399039903,0.0,0.159369600943913,0.159369600943913,0.159369600943913,0.207336673915099,0.317005022281955,0.0325181118320553,0.0969790733653611,0.158168260902312,0.0221410590813257,0.850030628604943,0.686811967344915,0.686811967344915,0.217591834975146,5450000000.0,0.0003958014551499,0.263510268783365,0.374855631310309,0.00423274810375,0.002880271295729,0.629685209791647,0.0134662909565106,0.176557728935514,0.823442271064486,0.0063116584062662,0.381590219265774,0.0070854050892073,0.0969433452212288,0.157197798054445,0.402914969126085,0.149925037481259,0.0010936057541111,0.0057826716250314,0.0002738076517487,0.0009009888182067,0.0470967741935484,0.0148348339526754,0.392505823025259,0.001926976550821,0.713068403366337,0.29004828421792,0.356471008585773,0.009048965487728,0.0033907690625032,0.0003134367227104,0.153054987404575,0.340004796381226,0.2766863787082,0.0025311125908474,0.826521845262687,0.72810028924832,0.336150045071056,0.0056675754956397,0.923341425628684,0.0021178351659411,0.0369523820956696,797000000.0,6810000000.0,0.593890030256537,612000000.0,0.671571323165077,0.0837644592754238,0.826521845262687,0.336150045071056,0.115667230822265,0.641066525985264,0.459004319699613,0.560915352729316,0.314137580143385,0.0666755181416598,0,0.771690697022871,0.0080259124809114,0.623244344346854,0.598435919124087,0.837266802693434,0.284544973612874,0.0265586519387105,0.56373704195725,1,0.0200457792085199
0,0.533417832593965,0.613606628870475,0.596445205846137,0.613939376468384,0.612743049049424,0.999142408489486,0.797526693830278,0.809451624394192,0.303401259589706,0.781720431013019,0.0001334445139676,5450000000.0,0.468213348095586,0.0001960196019601,0.0,0.185495765033079,0.185495765033079,0.185495765033079,0.246478207431219,0.331010822663932,0.0460547211760969,0.134191026789349,0.194245688031935,0.0221379300743103,0.848068767405932,0.689415125932871,0.689415125932871,0.217595189846231,9600000000.0,0.0005002854531773,0.263999813506772,0.392803919377072,0.0135275708968147,0.0080824766964404,0.630651292448049,0.0074759025706964,0.133113643921758,0.866886356078242,0.0056782067001387,0.371201767904394,0.0053658477137564,0.134211083426971,0.193296131513461,0.407285145286252,0.203898050974513,0.0010875188946263,0.0058202436202325,6000000000.0,0.0006710135027283,0.0466129032258064,0.0247521407693551,0.406933357454603,0.0065431854208644,0.870384842877635,0.51041271579039,0.790766671373351,0.214951176639313,0.0084339461099293,0.0103429951330703,0.110043390144483,0.356751082799573,0.277320156201797,0.0135004266558076,0.782033577072814,0.740913389470339,0.331456380942421,0.0030783269216736,0.945087004111832,0.0024079156778358,0.0397645475746883,0.0001761326887448,0.0001147871740129,0.593986627552188,0.000133689639005,0.671574381837541,0.185453629256245,0.782033577072814,0.331456380942421,0.115088701656162,0.647265519424541,0.46010190009745,0.634184976158632,0.315301120569696,0.0216651091135012,0,0.837381635655452,0.0006461774062568,0.62388808634233,0.613937349357275,0.843529194537841,0.280201149463183,0.0268038568571331,0.565218233689914,1,0.0277689536672643
0,0.49958562862575,0.563781072830353,0.548583971304674,0.615921244180516,0.615921244180516,0.999058290109042,0.797479796412638,0.809387827693705,0.303495763864031,0.78164815012866,0.0002686235753439,5380000000.0,0.462095401055166,0.0002080208020802,0.139184127948173,0.183599511187898,0.183599511187898,0.183599511187898,0.233052850524723,0.320011317818491,0.0498207722673443,0.117905708004234,0.18799427581532,0.0221064029581696,0.848031710981915,0.689416135814942,0.689416135814942,0.217594363572344,6390000000.0,0.0004785252319497,0.263984272404442,0.376532170932529,0.0092230601464582,0.0087331422718022,0.630937247434967,0.0144821674463564,0.181757716842519,0.818242283157481,0.0052601602758789,0.377674838900159,0.0053658477137564,0.11785301350009,0.186878817585401,0.405456423502491,0.136431784107946,0.0006269465269394,0.0100906424384225,0.0003397278470406,0.0002602352254098,0.0496774193548387,0.0100083721340129,0.395185545329142,0.0050015840745493,0.815792822785279,0.668674138070158,0.684462773656411,0.0922551440147023,0.0087567424396989,0.0035275373860839,0.138604239387103,0.342206178488363,0.277066967227561,0.0015590460017385,0.725869491389372,0.738869366184689,0.335614705619948,0.0064796802670192,0.937464847012142,0.0022992507910683,0.0449966142511911,0.0001953279141532,0.0001966501195914,0.593964382840353,7280000000.0,0.671573624618459,0.276133053745753,0.725869491389372,0.335614705619948,0.121689564626528,0.645104124876136,0.459581024667007,0.57369557191128,0.315089206305334,0.0315922662645303,0,0.814205740066615,0.0038036132533628,0.623876084145717,0.615920027781371,0.842221714922649,0.285282078464238,0.0268697821832016,0.565507336606621,1,0.0193633727073446
0,0.450641056890752,0.505778456170955,0.498581294501847,0.602862537655487,0.602862537655487,0.998986304187316,0.797339104159718,0.809262968437038,0.303400292794061,0.78151453575602,0.0001311317840895,73200000.0,0.465166956040361,0.0002390239023902,0.0,0.176098773755847,0.176098773755847,0.176098773755847,0.202798525101636,0.323123717903374,0.0523617224011979,0.101457536031268,0.162386081193041,0.0220936182779902,0.848026558374385,0.689638684969654,0.689638684969654,0.217620263442596,4930000000.0,0.0004134691577062,0.265194147220862,0.385240862859059,0.0122483237181787,0.0096214910535043,0.630392734346105,0.0072743687248652,0.131118299724884,0.868881700275116,0.0070722509526594,0.371230845279288,0.0055315881836794,0.100916833585748,0.161918407359928,0.402496975575512,0.214392803598201,0.0010367950655859,0.0060960562213673,0.0001396743848069,0.0015712458231868,0.0520967741935484,0.0287854530499537,0.394405373012822,0.0023121004345988,0.841407487001643,0.529850653072394,0.653311956895971,0.113356968688674,0.0096170261577012,0.0059804733271594,0.100323165600085,0.348902845874735,0.277194686868884,0.0071466744677783,0.722646487013813,0.738655758114285,0.330932342379341,0.0038356197866023,0.925729180754983,0.00217659266833,0.0545667134058044,0.0001009496893072,8500000000.0,0.593954606258753,5170000000.0,0.671575574221978,0.0768473163219267,0.722646487013813,0.330932342379341,0.115167088605771,0.652225558309511,0.461074763644299,0.599728405148151,0.316122657073269,0.0239036622978068,0,0.778903887964616,0.012381740989015,0.623917896145713,0.60286233460933,0.838622579769947,0.280054444541193,0.0267175966178039,0.56478140367348,1,0.0282477796259831
0,0.582703651343051,0.645061055385957,0.635044702607206,0.605255192493406,0.605255192493406,0.999032176435992,0.797497919013555,0.809409831045506,0.303581566977548,0.781675799321318,0.0001236154119856,0.0001095115631476,0.466668344195331,0.0,0.0726794209940277,0.183388816316211,0.183388816316211,0.183388816316211,0.245060035927011,0.329242413524793,0.0617844124809051,0.115788616562169,0.20689914890412,0.0223029772928435,0.848468635630935,0.691124163788791,0.691124163788791,0.217792453611383,0.0001632522218098,0.0008151848014237,0.266385372714487,0.391499944115346,0.0145129032358713,0.013877330511911,0.63061225188696,0.0048349884642391,0.102216041358043,0.897783958641957,0.0060508417087918,0.36963718146295,0.0053658477137564,0.115809272558503,0.195203981600181,0.401824434670422,0.397301349325337,0.0015156280117273,0.0041747610122237,0.0011729973301365,0.0014751706091546,0.0770967741935484,0.0342816855896479,0.400115329820673,0.0041227154882983,0.882977878505336,0.82336776082015,0.828853129030914,0.46749660989164,0.013940396037644,0.0229991996818742,0.107620231089407,0.356370248884858,0.277016326506287,0.0018316398674811,0.990814383404224,0.740287939419155,0.330522607469338,0.0,0.949841022162268,0.0024331834423936,0.0408726314562072,0.0001062529680427,0.0001112859174864,0.593962775775377,0.0001761269831536,0.67160530315627,0.139280806682944,0.990814383404224,0.330522607469338,0.110933233663468,0.756272066361367,0.487169010116518,0.617257735799114,0.330741601657803,0.0202044116130435,0,0.844582929911345,0.000164478600337,0.624073770104237,0.605254733950177,0.843488847743089,0.27828528381616,0.0267911566924924,0.565158395757604,1,0.0370916791635144
0,0.516452981036416,0.572939380723942,0.561753841212056,0.600304126608916,0.600037475316739,0.999025359149665,0.797479104710313,0.809377802497914,0.303562956161377,0.781635799220265,4660000000.0,3070000000.0,0.464806287377436,0.0003460346034603,0.240611397914769,0.301588639332519,0.301588639332519,0.301588639332519,0.26500898175286,0.334865954587253,0.158824508069029,0.143229378715088,0.22663252240717,0.0220684439942748,0.84801692370414,0.689400439362179,0.689400439362179,0.217591483228029,6350000000.0,0.0004667467635788,0.264007584057937,0.379447487053388,0.0126689152295937,0.0095416394776209,0.630857796468541,0.0077494779270283,0.135774102850924,0.864225897149076,0.0065011460890245,0.372916214662602,0.0064614409671443,0.143175859429707,0.225706960259407,0.406143701359685,0.200899550224888,0.0008318707962626,0.0076066212102452,0.0001538137890144,0.0009433526921107,0.0511290322580645,0.0952925106120471,0.41251893896565,0.0128347987928764,0.841998834234186,0.513305412311017,0.636988780707123,0.126653459821925,0.0098813444911842,0.00708060323109,0.0946481085712012,0.347461290691246,0.277192558712834,0.0075484792828573,0.657848017458667,0.738894725689071,0.33079316309335,0.0072070142150871,0.946189661357633,0.0025704867246572,0.0118137428619359,0.0001181318924027,9830000000.0,0.593962017683816,6800000000.0,0.671555808517268,0.109480349887433,0.657848017458667,0.33079316309335,0.11891488198046,0.603192064164279,0.45183490215872,0.594586663139875,0.307722116820269,0.0231197941801521,0,0.819507098997492,0.029006251592892,0.62463611754363,0.600300835389987,0.842056468844618,0.28039897520764,0.026852100895895,0.565433145514195,1,0.0271621824973415
0,0.543021498561888,0.600959441779328,0.586808715670004,0.605356087576933,0.605341673993572,0.999100002657586,0.797543433026545,0.809430532423827,0.30351945035734,0.781691659010507,5710000000.0,1550000000.0,0.470073727384817,0.0003040304030403,0.197692074096568,0.241667017824786,0.241667017824786,0.241667017824786,0.256216318426775,0.337624672844309,0.0737178032881105,0.143066525527237,0.214280334412895,0.0221178285746957,0.848056956406023,0.689472804626022,0.689472804626022,0.217600993673659,711000000.0,0.0005055508278092,0.264174650907989,0.386116389106218,0.014499798752578,0.0107837057868687,0.630715332666676,0.0034178681184398,0.080357952655924,0.919642047344076,0.005743306592322,0.371280053144494,0.0053658477137564,0.143037438728484,0.21234446874293,0.403257938193223,0.197901049475262,0.0007547705761212,0.0083794088388118,0.0001433047723737,0.000505340495854,0.0404838709677419,0.0444751259492091,0.412598086881798,0.0116675145390298,0.856188843463531,0.520706197707186,0.660296717241227,0.0933126172910958,0.0110564344252804,0.0057452153942536,0.0858967998607269,0.36663630934317,0.277184390355279,0.0092416248964969,0.996180887071716,0.737922447645226,0.329295811499141,0.0,0.946450037746998,0.002684987562383,0.0145241498543922,0.0001312159713335,0.0001064400902522,0.593972668288592,5310000000.0,0.671580755217911,0.201197761635958,0.996180887071716,0.329295811499141,0.110933233663468,0.662162298314556,0.465229941813933,0.633789263217261,0.317034952944058,0.0202220535652779,0,0.834650289196485,0.0091025216263627,0.624461313052766,0.605353644413701,0.842508512372575,0.277257664291207,0.026817381570905,0.565280413480874,1,0.0478051020797029
